Index,Perplexity
0,2.046736001968384
1,3.1442441940307617
2,3.0633463859558105
3,2.7572083473205566
4,2.7497215270996094
5,2.8878393173217773
6,2.200969934463501
7,3.639678716659546
8,2.6306991577148438
9,1.8173048496246338
10,2.047562837600708
11,1.8277738094329834
12,2.6154448986053467
13,1.988800048828125
14,3.0846590995788574
15,2.034151077270508
16,2.2005035877227783
17,2.2334060668945312
18,2.8562753200531006
19,2.4592294692993164
20,2.3992347717285156
21,1.766222596168518
22,2.8621087074279785
23,2.1494832038879395
24,2.2371599674224854
25,2.3534419536590576
26,2.7487761974334717
27,2.8304502964019775
28,1.915866494178772
29,2.442683219909668
30,2.080935001373291
31,2.85565447807312
32,2.4965882301330566
33,2.7872674465179443
34,2.1103267669677734
35,2.1195733547210693
36,2.836089611053467
37,2.2603960037231445
38,2.341799736022949
39,2.1156296730041504
40,2.2163686752319336
41,3.096977949142456
42,2.1682350635528564
43,2.570366859436035
44,3.2079076766967773
45,2.385392427444458
46,2.082904577255249
47,2.3222031593322754
48,3.8507182598114014
49,2.5585248470306396
50,2.20609188079834
51,3.1594362258911133
52,2.9535012245178223
53,2.5045430660247803
54,2.9658048152923584
55,2.433434009552002
56,3.2019028663635254
57,2.0478906631469727
58,2.498018741607666
59,2.4374942779541016
60,2.440518856048584
61,2.3714404106140137
62,3.0166845321655273
63,3.474712610244751
64,2.8139240741729736
65,2.2925539016723633
66,2.8632612228393555
67,1.8779654502868652
68,3.2349495887756348
69,2.4865024089813232
70,2.187838315963745
71,2.142946720123291
72,2.709233045578003
73,2.4548373222351074
74,2.7416837215423584
75,2.1278653144836426
76,2.4866418838500977
77,2.2667953968048096
78,2.2061545848846436
79,2.607332706451416
80,2.6907076835632324
81,2.5854389667510986
82,2.5854413509368896
83,2.512996196746826
84,3.9295620918273926
85,2.018807888031006
86,2.233515501022339
87,2.8007514476776123
88,2.8077011108398438
89,1.9088356494903564
90,2.876284599304199
91,2.7852306365966797
92,2.219688892364502
93,2.5974745750427246
94,2.709927797317505
95,2.550501823425293
96,2.6683189868927
97,2.1285266876220703
98,2.3057239055633545
99,2.5280134677886963
100,1.947681188583374
101,3.098853349685669
102,2.47623872756958
103,2.5450925827026367
104,2.8156259059906006
105,2.3404276371002197
106,3.1149725914001465
107,2.321399211883545
108,3.1868696212768555
109,2.5940866470336914
110,2.107670783996582
111,2.710223436355591
112,2.2481014728546143
113,2.2018942832946777
114,3.4249370098114014
115,2.3136816024780273
116,3.2706689834594727
117,2.1984145641326904
118,2.824521541595459
119,1.4262516498565674
120,2.568671226501465
121,2.43410062789917
122,2.472480535507202
123,3.252549409866333
124,2.49794340133667
125,2.5990023612976074
126,2.41938853263855
127,2.3004159927368164
128,3.083648920059204
129,2.658266067504883
130,2.131284236907959
131,2.2098002433776855
132,2.02347731590271
133,3.001081943511963
134,2.2118406295776367
135,2.2526378631591797
136,2.352818489074707
137,3.1778934001922607
138,2.0442135334014893
139,2.5525147914886475
140,2.1377437114715576
141,2.2383370399475098
142,2.606398582458496
143,2.1859889030456543
144,2.287449598312378
145,2.8326256275177
146,3.066263437271118
147,2.1613376140594482
148,2.8677568435668945
149,2.6165196895599365
150,1.9086581468582153
151,2.275333881378174
152,2.463200330734253
153,2.5225212574005127
154,3.1169629096984863
155,2.686617612838745
156,2.8106796741485596
157,2.409069061279297
158,2.24665904045105
159,2.2317404747009277
160,2.472541093826294
161,2.506761312484741
162,2.69466495513916
163,2.825664758682251
164,2.415053606033325
165,4.227518558502197
166,4.072526454925537
167,3.0714943408966064
168,2.4890520572662354
169,2.3989932537078857
170,2.7501304149627686
171,2.2844879627227783
172,2.5573742389678955
173,2.8520290851593018
174,3.111844778060913
175,2.0782577991485596
176,3.5056962966918945
177,2.416815996170044
178,2.3123717308044434
179,3.5574333667755127
180,1.985992670059204
181,2.850869655609131
182,2.5803062915802
183,2.0681955814361572
184,2.396066427230835
185,2.6939611434936523
186,3.1236467361450195
187,2.4169600009918213
188,2.593284845352173
189,2.2976527214050293
190,2.0069472789764404
191,2.0942351818084717
192,3.01487135887146
193,1.7637890577316284
194,2.443113327026367
195,2.380039930343628
196,2.2886602878570557
197,2.637803077697754
198,3.0774283409118652
199,2.7518982887268066
