Index,Perplexity
0,3.035167932510376
1,2.306098222732544
2,2.730293035507202
3,2.5452632904052734
4,2.923950672149658
5,3.0476112365722656
6,4.157840728759766
7,3.1950461864471436
8,2.5423614978790283
9,3.322934627532959
10,4.046380996704102
11,2.9426333904266357
12,3.140345811843872
13,3.436279535293579
14,2.7468080520629883
15,2.7744109630584717
16,2.9920291900634766
17,2.6381144523620605
18,3.712491989135742
19,2.8098838329315186
20,3.022749423980713
21,2.8601489067077637
22,3.2057535648345947
23,2.793262481689453
24,2.5420053005218506
25,3.97055721282959
26,4.316769599914551
27,2.9761340618133545
28,1.7073390483856201
29,2.4159648418426514
30,2.1908860206604004
31,4.046943187713623
32,2.3075830936431885
33,2.631222724914551
34,3.6849915981292725
35,3.603727102279663
36,3.1124730110168457
37,3.52506685256958
38,2.200279712677002
39,2.202852964401245
40,3.737616539001465
41,3.0152101516723633
42,2.8797900676727295
43,3.061552047729492
44,2.805082321166992
45,2.463689088821411
46,2.5167503356933594
47,2.7137885093688965
48,2.1945788860321045
49,3.0022225379943848
50,2.2414557933807373
51,2.9231138229370117
52,2.9017324447631836
53,3.2125132083892822
54,2.4495508670806885
55,5.0071821212768555
56,3.2251713275909424
57,3.5273334980010986
58,2.8093254566192627
59,2.2169153690338135
60,2.920569896697998
61,3.738194227218628
62,3.134531021118164
63,2.765444040298462
64,3.091524362564087
65,2.6013169288635254
66,2.805107355117798
67,2.5176455974578857
68,3.773214340209961
69,1.7475181818008423
70,3.480146646499634
71,3.209517240524292
72,1.602457880973816
73,3.1293718814849854
74,2.307846784591675
75,5.067821502685547
76,2.9233145713806152
77,3.191725015640259
78,2.437364339828491
79,2.9876134395599365
80,2.9128854274749756
81,2.475480318069458
82,3.2515363693237305
83,2.7289254665374756
84,2.7298099994659424
85,3.1322851181030273
86,2.360136032104492
87,2.144547700881958
88,1.6655741930007935
89,1.9660282135009766
90,2.23913836479187
91,3.694387674331665
92,2.7352089881896973
93,2.891207695007324
94,2.0246667861938477
95,2.9693455696105957
96,4.044980049133301
97,4.696916580200195
98,3.62553071975708
99,3.8047938346862793
100,2.875767230987549
101,3.3504483699798584
102,2.7268788814544678
103,3.165778398513794
104,3.9160408973693848
105,2.5023794174194336
106,1.935060739517212
107,2.373457670211792
108,3.1330184936523438
109,2.8203489780426025
110,2.790083408355713
111,2.3706319332122803
112,2.6782100200653076
113,3.3021955490112305
114,2.9732553958892822
115,3.231717586517334
116,3.9963552951812744
117,2.0957441329956055
118,2.0147130489349365
119,2.8980982303619385
120,3.3893187046051025
121,2.4987785816192627
122,2.583707094192505
123,2.489368200302124
124,3.1119027137756348
125,2.050499200820923
126,2.7958526611328125
127,3.312378168106079
128,2.445201873779297
129,2.609761953353882
130,3.003927707672119
131,2.990645408630371
132,3.030531644821167
133,2.654752492904663
134,2.91943359375
135,2.132617712020874
136,2.185279607772827
137,2.7714643478393555
138,3.499455451965332
139,2.607090473175049
140,3.124704360961914
141,2.529799222946167
142,3.3484694957733154
143,2.5880088806152344
144,1.9867730140686035
145,2.7440481185913086
146,3.2483270168304443
147,2.7758772373199463
148,3.0549638271331787
149,2.9875810146331787
150,2.8559892177581787
151,2.339855909347534
152,1.6293076276779175
153,3.464982032775879
154,2.1330130100250244
155,2.7880520820617676
156,3.3414223194122314
157,2.4847843647003174
158,3.4899535179138184
159,2.287891149520874
160,3.5012459754943848
161,3.8659720420837402
162,3.3538408279418945
163,2.894228219985962
164,2.852625608444214
165,2.899658679962158
166,2.632646083831787
167,3.4906864166259766
168,2.8728713989257812
169,3.0984725952148438
170,2.37030291557312
171,2.7323031425476074
172,2.552966833114624
173,2.5298707485198975
174,2.869701385498047
175,2.3631958961486816
176,2.703927516937256
177,2.651448965072632
178,2.999135971069336
179,2.5265309810638428
180,3.3543734550476074
181,3.0031790733337402
182,2.871105909347534
183,3.600200653076172
184,3.0928092002868652
185,2.978671073913574
186,3.392084836959839
187,2.184305191040039
188,2.7189507484436035
189,2.184986114501953
190,2.598912000656128
191,2.4569671154022217
192,2.3258540630340576
193,2.1859688758850098
194,2.1893727779388428
195,2.9246726036071777
196,2.755169153213501
197,2.7192554473876953
198,2.8260910511016846
199,3.1128151416778564
