Index,Perplexity
0,2.7427287101745605
1,4.892238616943359
2,3.169712781906128
3,2.4640700817108154
4,3.803652763366699
5,2.8318448066711426
6,3.5033211708068848
7,3.227614641189575
8,2.5874216556549072
9,3.572380304336548
10,3.759399652481079
11,4.7717437744140625
12,3.165616750717163
13,3.5209457874298096
14,3.0303080081939697
15,2.546503782272339
16,4.161655426025391
17,2.766981363296509
18,4.3402018547058105
19,2.4597880840301514
20,3.3681960105895996
21,3.183338165283203
22,3.519688129425049
23,3.536022424697876
24,2.5266120433807373
25,5.169112682342529
26,3.1512391567230225
27,2.6033594608306885
28,3.130263566970825
29,3.1402995586395264
30,3.798074722290039
31,4.788344860076904
32,4.2319254875183105
33,3.400548219680786
34,6.059257984161377
35,4.277594566345215
36,2.9814155101776123
37,3.573310136795044
38,1.8867194652557373
39,3.890099048614502
40,3.791367292404175
41,4.8322906494140625
42,3.2839648723602295
43,2.7621381282806396
44,3.209333658218384
45,2.999121904373169
46,2.633396625518799
47,2.9122626781463623
48,3.7507669925689697
49,3.1554055213928223
50,2.4140071868896484
51,2.8833327293395996
52,3.4236161708831787
53,4.185317039489746
54,4.200177192687988
55,5.513683795928955
56,3.734200954437256
57,4.852256774902344
58,2.842376232147217
59,3.3467376232147217
60,2.4924259185791016
61,4.539822578430176
62,4.447994232177734
63,2.6478374004364014
64,3.6529171466827393
65,2.362304925918579
66,2.4608490467071533
67,3.185969352722168
68,5.267642498016357
69,2.616137981414795
70,2.7590620517730713
71,4.523706912994385
72,3.784363031387329
73,3.322864055633545
74,2.9398012161254883
75,4.255935192108154
76,2.5216712951660156
77,4.743834018707275
78,2.804581642150879
79,2.9549481868743896
80,5.815450668334961
81,2.440446376800537
82,2.8767333030700684
83,4.92815637588501
84,3.108424663543701
85,4.174985408782959
86,3.0623159408569336
87,2.7939229011535645
88,2.8976516723632812
89,2.1520533561706543
90,2.085994243621826
91,3.740903854370117
92,1.966821312904358
93,4.026702880859375
94,2.34495210647583
95,3.475343942642212
96,3.336193561553955
97,4.786325931549072
98,2.8783071041107178
99,4.071363925933838
100,5.056487083435059
101,2.9099831581115723
102,2.6244027614593506
103,2.8534722328186035
104,3.9277238845825195
105,4.654977321624756
106,2.1045093536376953
107,4.0878777503967285
108,3.244866132736206
109,2.9877896308898926
110,4.22640323638916
111,3.645019769668579
112,2.747894048690796
113,4.549759387969971
114,4.806310176849365
115,3.40429949760437
116,2.7503364086151123
117,2.5738582611083984
118,6.196887016296387
119,5.250343322753906
120,4.225406646728516
121,2.6374998092651367
122,3.1765215396881104
123,4.389713287353516
124,3.050154209136963
125,2.784745931625366
126,4.001705169677734
127,3.160667896270752
128,2.518671751022339
129,2.7190306186676025
130,3.2680604457855225
131,2.8598146438598633
132,3.6776320934295654
133,2.9067747592926025
134,3.3011419773101807
135,2.817643165588379
136,3.0613527297973633
137,6.4370808601379395
138,4.8464741706848145
139,3.2306997776031494
140,3.05423903465271
141,2.8238940238952637
142,2.7869863510131836
143,4.048612117767334
144,2.45395827293396
145,3.4873063564300537
146,16.3426570892334
147,3.144718647003174
148,4.176283836364746
149,5.406039237976074
150,2.3705196380615234
151,2.5273804664611816
152,2.20052170753479
153,3.075956344604492
154,2.6228601932525635
155,3.1501102447509766
156,3.0408642292022705
157,2.228912830352783
158,2.962055206298828
159,2.9457485675811768
160,5.731075286865234
161,3.336233377456665
162,3.788052558898926
163,3.78778338432312
164,2.938908100128174
165,2.891725540161133
166,3.1494178771972656
167,3.1345179080963135
168,3.8385422229766846
169,6.438559532165527
170,2.3465192317962646
171,2.6627893447875977
172,3.266057252883911
173,3.260000705718994
174,2.572852611541748
175,2.0828897953033447
176,2.718536138534546
177,3.927828788757324
178,3.370201349258423
179,2.509533166885376
180,3.636927843093872
181,3.1800696849823
182,2.905034303665161
183,2.696194648742676
184,3.0540804862976074
185,3.942173957824707
186,4.074124813079834
187,2.3408868312835693
188,2.9706368446350098
189,2.8125410079956055
190,2.894543170928955
191,3.914684534072876
192,2.7390308380126953
193,2.9035286903381348
194,2.0896427631378174
195,3.425790548324585
196,2.9964044094085693
197,3.1224334239959717
198,2.961387872695923
199,3.0591814517974854
